species,disp,island,site,fence,numalive,date,observer,dataentry,dateenter,uniqueidsppfence,canopydate,north,east,south,west,avgcover,avgopen,doubleplant,plantdt,dist,soil,numseedplant,DDsurvival_notes,bird,age,centavgopen,Freq,area,dens_100m,seedsize,se_size,sd_size,n,regdens,se_abund.x,disp.y,regdenswd,se_abund.y
aglaia,yes,saipan,mtr1,A4A,10,7/7/11,JD,KW,2-May-13,mtr1A4Aaglaia,5-Jul-11,91,93,94,93,92.75,7.25,no,1/31/11,near,soil,10,10dec12: hsr changed trapnum from x to a,yes,157,-1.871369295,25,3600,69.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,saipan,mtr1,B1A,9,7/7/11,JD,KW,2-May-13,mtr1B1Aaglaia,5-Jul-11,91,92,92,90,91.25,8.75,no,1/31/11,far,soil,10,10dec12: hsr changed trapnum from x to a,yes,157,-0.371369295,25,3600,69.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,saipan,mtr1,C0A,10,7/7/11,JD,KW,2-May-13,mtr1C0Aaglaia,5-Jul-11,92,91,91,91,91.25,8.75,no,1/31/11,near,soil,10,"10dec12: hsr changed trapnum from x to a; Isaac listed some discrepancy in identity of this fence- according to seedling id datbase, C0a had aglaia, while C0 had morinda. ",yes,157,-0.371369295,25,3600,69.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,saipan,mtr1,C2,9,7/7/11,JD,KW,2-May-13,mtr1C2aglaia,5-Jul-11,90,91,92,90,90.75,9.25,no,1/31/11,far,soil,10,NA,yes,157,0.128630705,25,3600,69.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,saipan,mtr1,C3A,9,7/7/11,JD,KW,2-May-13,mtr1C3Aaglaia,5-Jul-11,89,90,90,89,89.5,10.5,no,1/31/11,far,soil,10,10dec12: hsr changed trapnum from x to a,yes,157,1.378630705,25,3600,69.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,saipan,mtr1,D4,9,7/7/11,JD,KW,2-May-13,mtr1D4aglaia,5-Jul-11,94,93,93,94,93.5,6.5,no,1/31/11,near,soil,10,NA,yes,157,-2.621369295,25,3600,69.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,saipan,mtr1,E0A,7,7/7/11,JD,KW,2-May-13,mtr1E0Aaglaia,5-Jul-11,95,90,94,95,93.5,6.5,no,1/31/11,far,soil,10,10dec12: hsr changed trapnum from x to a,yes,157,-2.621369295,25,3600,69.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,saipan,mtr1,E2A,10,7/7/11,JD,KW,2-May-13,mtr1E2Aaglaia,5-Jul-11,79,81,91,93,86,14,no,1/31/11,near,soil,10,10dec12: hsr changed trapnum from x to a,yes,157,4.878630705,25,3600,69.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,chig,A0A,10,7/11/11,MC,KW,2-May-13,chigA0Aaglaia,NA,NA,NA,NA,NA,NA,NA,no,2/10/11,near,karst,10,10dec12: hsr changed trapnum from x to a,yes,151,NA,101,3600,280.5555556,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,chig,B0A,8,7/11/11,MC,KW,2-May-13,chigB0Aaglaia,NA,NA,NA,NA,NA,NA,NA,no,2/10/11,near,soil,10,10dec12: hsr changed trapnum from x to a,yes,151,NA,101,3600,280.5555556,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,chig,C2,10,7/11/11,MC,KW,2-May-13,chigC2aglaia,NA,NA,NA,NA,NA,NA,NA,no,2/10/11,far,mix,10,NA,yes,151,NA,101,3600,280.5555556,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,chig,D0A,10,7/11/11,MC,KW,2-May-13,chigD0Aaglaia,NA,NA,NA,NA,NA,NA,NA,no,2/10/11,near,mix,10,10dec12: hsr chagned trapnum from D0Xa to D0a based on seedlign id database,yes,151,NA,101,3600,280.5555556,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,chig,D2,10,7/11/11,MC,KW,2-May-13,chigD2aglaia,NA,NA,NA,NA,NA,NA,NA,no,2/10/11,far,karst,10,NA,yes,151,NA,101,3600,280.5555556,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,chig,E0,9,7/11/11,MC,KW,2-May-13,chigE0aglaia,NA,NA,NA,NA,NA,NA,NA,no,2/10/11,near,karst,10,NA,yes,151,NA,101,3600,280.5555556,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,chig,S2,9,7/11/11,MC,KW,2-May-13,chigS2aglaia,NA,NA,NA,NA,NA,NA,NA,no,2/10/11,far,soil,10,NA,yes,151,NA,101,3600,280.5555556,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,chig,S4,9,7/11/11,MC,KW,2-May-13,chigS4aglaia,NA,NA,NA,NA,NA,NA,NA,no,2/10/11,far,karst,10,NA,yes,151,NA,101,3600,280.5555556,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,japc,A3A,10,7/15/11,MC,KW,2-May-13,japcA3Aaglaia,25-May-11,89,91,86,94,90,10,no,2/10/11,far,mix,10,10dec12: hsr changed trapnum from x to a,yes,155,0.878630705,59,3400,173.5294118,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,japc,B2,10,7/15/11,MC,KW,2-May-13,japcB2aglaia,25-May-11,93,94,92,92,92.75,7.25,no,2/10/11,far,mix,10,NA,yes,155,-1.871369295,59,3400,173.5294118,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,japc,B3A,9,7/15/11,MC,KW,2-May-13,japcB3Aaglaia,25-May-11,92,92,91,94,92.25,7.75,no,2/10/11,far,mix,10,10dec12: hsr changed trapnum from x to a,yes,155,-1.371369295,59,3400,173.5294118,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,japc,C2A,9,7/15/11,MC,KW,2-May-13,japcC2Aaglaia,25-May-11,95,92,93,92,93,7,no,2/10/11,near,soil,10,10dec12: hsr changed trapnum from x to a,yes,155,-2.121369295,59,3400,173.5294118,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,japc,C4,10,7/15/11,MC,KW,2-May-13,japcC4aglaia,25-May-11,91,96,96,94,94.25,5.75,no,2/10/11,near,soil,10,NA,yes,155,-3.371369295,59,3400,173.5294118,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,japc,D4,9,7/15/11,MC,KW,3-May-13,japcD4aglaia,25-May-11,94,95,92,96,94.25,5.75,no,2/10/11,near,soil,10,NA,yes,155,-3.371369295,59,3400,173.5294118,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,japc,E3,10,7/15/11,MC,KW,3-May-13,japcE3aglaia,25-May-11,92,93,90,90,91.25,8.75,no,2/10/11,far,soil,10,NA,yes,155,-0.371369295,59,3400,173.5294118,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,japc,S11A,10,7/15/11,MC,KW,2-May-13,japcS11Aaglaia,NA,NA,NA,NA,NA,NA,NA,no,2/10/11,far,karst,10,in old papaya fence? 10dec12: hsr changed trapnum from x to a,yes,155,NA,59,3400,173.5294118,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,nlasu,A0A,10,7/12/11,MC,KW,2-May-13,nlasuA0Aaglaia,27-May-11,94,90,96,93,93.25,6.75,no,2/11/11,near,mix,10,10dec12: hsr changed trapnum from A0xa to A0a,yes,151,-2.371369295,7,3600,19.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,nlasu,A0B,10,7/12/11,MC,KW,2-May-13,nlasuA0Baglaia,27-May-11,95,86,96,94,92.75,7.25,no,2/11/11,near,mix,10,10dec12: hsr changed trapnum from A0xb to A0b,yes,151,-1.871369295,7,3600,19.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,nlasu,A4,10,7/12/11,MC,KW,2-May-13,nlasuA4aglaia,27-May-11,84,86,91,89,87.5,12.5,no,2/11/11,far,soil,10,NA,yes,151,3.378630705,7,3600,19.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,nlasu,B0,10,7/12/11,MC,KW,2-May-13,nlasuB0aglaia,27-May-11,88,92,93,96,92.25,7.75,no,2/11/11,far,soil,10,clay,yes,151,-1.371369295,7,3600,19.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,nlasu,B1,10,7/12/11,MC,KW,2-May-13,nlasuB1aglaia,27-May-11,93,92,94,94,93.25,6.75,no,2/11/11,far,soil,10,clay,yes,151,-2.371369295,7,3600,19.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,nlasu,B4,9,7/12/11,MC,KW,2-May-13,nlasuB4aglaia,27-May-11,93,92,92,95,93,7,no,2/11/11,far,soil,10,NA,yes,151,-2.121369295,7,3600,19.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,nlasu,E0A,10,7/12/11,MC,KW,2-May-13,nlasuE0Aaglaia,27-May-11,92,88,95,95,92.5,7.5,no,2/11/11,near,soil,10,clay; 10dec12: hsr changed trapnum from E0xa to E0a,yes,151,-1.621369295,7,3600,19.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
aglaia,yes,tinian,nlasu,E0B,10,7/12/11,MC,KW,2-May-13,nlasuE0Baglaia,27-May-11,95,94,95,91,93.75,6.25,no,2/11/11,near,soil,10,clay; 10dec12: hsr changed trapnum from E0xb to E0b,yes,151,-2.871369295,7,3600,19.44444444,179.1955,8.262894501,26.12956669,10,133.2607117,38.65835572,yes,133.2607117,38.65835572
morinda,no,saipan,forb,A3,5,7/8/11,JD,Jazz,6/3/13,forbA3morinda,1-Jun-11,83,87,95,90,88.75,11.25,no,6/16/10,far,NA,5,NA,yes,387,2.128630705,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,forb,A4,5,7/8/11,JD,Jazz,6/3/13,forbA4morinda,1-Jun-11,94,92,95,96,94.25,5.75,no,6/16/10,far,NA,5,NA,yes,387,-3.371369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,forb,B3,2,7/8/11,JD,Jazz,6/3/13,forbB3morinda,1-Jun-11,96,90,95,93,93.5,6.5,no,6/16/10,far,NA,5,NA,yes,387,-2.621369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,forb,C1,0,7/8/11,JD,Jazz,6/3/13,forbC1morinda,1-Jun-11,92,95,93,94,93.5,6.5,no,6/16/10,near,karst,5,NA,yes,387,-2.621369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,forb,C1B,0,7/8/11,JD,Jazz,6/3/13,forbC1Bmorinda,1-Jun-11,93,94,91,91,92.25,7.75,no,6/16/10,near,karst,5,NA,yes,387,-1.371369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,forb,D4,1,7/8/11,JD,Jazz,6/3/13,forbD4morinda,1-Jun-11,92,95,93,86,91.5,8.5,no,6/16/10,far,NA,5,NA,yes,387,-0.621369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,forb,S4,0,7/8/11,JD,Jazz,6/3/13,forbS4morinda,1-Jun-11,94,95,93,96,94.5,5.5,no,6/16/10,near,NA,5,NA,yes,387,-3.621369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,forb,S4B,0,7/8/11,JD,Jazz,6/3/13,forbS4Bmorinda,1-Jun-11,96,93,96,95,95,5,no,6/16/10,near,NA,5,NA,yes,387,-4.121369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,ladt,A3,0,7/7/11,JD,KW,15-Mar-13,ladtA3morinda,9-Jun-11,96,93,94,92,93.75,6.25,no,6/15/10,near,soil,5,NA,yes,387,-2.871369295,10,3400,29.41176471,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,ladt,A3B,0,7/7/11,JD,KW,15-Mar-13,ladtA3Bmorinda,9-Jun-11,93,90,92,93,92,8,no,6/15/10,near,soil,5,NA,yes,387,-1.121369295,10,3400,29.41176471,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,ladt,C0,0,7/7/11,JD,KW,15-Mar-13,ladtC0morinda,9-Jun-11,88,93,95,95,92.75,7.25,no,6/15/10,far,soil,5,NA,yes,387,-1.871369295,10,3400,29.41176471,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,ladt,C3,4,7/7/11,JD,KW,15-Mar-13,ladtC3morinda,9-Jun-11,92,90,94,92,92,8,no,6/15/10,far,soil,5,NA,yes,387,-1.121369295,10,3400,29.41176471,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,ladt,E1,1,7/7/11,JD,KW,15-Mar-13,ladtE1morinda,9-Jun-11,92,93,94,94,93.25,6.75,no,6/15/10,far,soil,5,NA,yes,387,-2.371369295,10,3400,29.41176471,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,ladt,E3,0,7/7/11,JD,KW,15-Mar-13,ladtE3morinda,9-Jun-11,90,90,93,95,92,8,no,6/15/10,far,soil,5,NA,yes,387,-1.121369295,10,3400,29.41176471,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,ladt,S4,0,7/7/11,JD,KW,2-May-13,ladtS4morinda,9-Jun-11,86,92,93,89,90,10,no,6/15/10,near,soil,5,NA,yes,387,0.878630705,10,3400,29.41176471,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,ladt,S4B,0,7/7/11,JD,KW,2-May-13,ladtS4Bmorinda,9-Jun-11,90,96,96,93,93.75,6.25,no,6/15/10,near,soil,5,NA,yes,387,-2.871369295,10,3400,29.41176471,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,mtr1,A2,5,7/7/11,JD,KW,2-May-13,mtr1A2morinda,5-Jul-11,73,65,84,94,79,21,no,6/15/10,near,karst,5,NA,yes,387,11.87863071,13,3600,36.11111111,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,mtr1,A3,4,7/7/11,JD,KW,2-May-13,mtr1A3morinda,5-Jul-11,91,92,95,92,92.5,7.5,no,6/15/10,near,mix,5,NA,yes,387,-1.621369295,13,3600,36.11111111,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,mtr1,A4,5,7/7/11,JD,KW,2-May-13,mtr1A4morinda,5-Jul-11,90,93,94,94,92.75,7.25,no,6/15/10,near,mix,5,NA,yes,387,-1.871369295,13,3600,36.11111111,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,mtr1,C0,1,7/7/11,JD,KW,2-May-13,mtr1C0morinda,5-Jul-11,91,91,95,92,92.25,7.75,no,6/15/10,far,soil,5,NA,yes,387,-1.371369295,13,3600,36.11111111,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,mtr1,C4,3,7/7/11,JD,KW,2-May-13,mtr1C4morinda,5-Jul-11,90,90,93,87,90,10,no,6/15/10,far,karst,5,NA,yes,387,0.878630705,13,3600,36.11111111,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,mtr1,D3,1,7/7/11,JD,KW,2-May-13,mtr1D3morinda,5-Jul-11,93,90,91,93,91.75,8.25,no,6/15/10,near,soil,5,NA,yes,387,-0.871369295,13,3600,36.11111111,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,mtr1,E0,0,7/7/11,JD,KW,2-May-13,mtr1E0morinda,5-Jul-11,91,91,89,93,91,9,no,6/15/10,far,soil,5,NA,yes,387,-0.121369295,13,3600,36.11111111,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,saipan,mtr1,E1,1,7/7/11,JD,KW,2-May-13,mtr1E1morinda,5-Jul-11,92,92,92,91,91.75,8.25,no,6/15/10,far,soil,5,NA,yes,387,-0.871369295,13,3600,36.11111111,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,chig,A1,2,7/11/11,MC,KW,2-May-13,chigA1morinda,NA,NA,NA,NA,NA,NA,NA,no,5/25/10,near,karst,5,NA,yes,412,NA,12,3600,33.33333333,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,chig,A3,5,7/11/11,MC,KW,2-May-13,chigA3morinda,NA,NA,NA,NA,NA,NA,NA,no,5/25/10,far,mix,5,NA,yes,412,NA,12,3600,33.33333333,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,chig,B0,3,7/11/11,MC,KW,2-May-13,chigB0morinda,NA,NA,NA,NA,NA,NA,NA,no,5/25/10,near,mix,5,NA,yes,412,NA,12,3600,33.33333333,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,chig,B1,2,7/11/11,MC,KW,2-May-13,chigB1morinda,NA,NA,NA,NA,NA,NA,NA,no,5/25/10,near,karst,5,NA,yes,412,NA,12,3600,33.33333333,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,chig,C4,3,7/11/11,MC,KW,2-May-13,chigC4morinda,NA,NA,NA,NA,NA,NA,NA,no,5/25/10,far,soil,5,NA,yes,412,NA,12,3600,33.33333333,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,chig,D1,2,7/11/11,MC,KW,2-May-13,chigD1morinda,NA,NA,NA,NA,NA,NA,NA,no,5/25/10,far,NA,5,NA,yes,412,NA,12,3600,33.33333333,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,chig,E1,5,7/11/11,MC,KW,2-May-13,chigE1morinda,NA,NA,NA,NA,NA,NA,NA,no,5/25/10,far,soil,5,NA,yes,412,NA,12,3600,33.33333333,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,chig,S6,3,7/11/11,MC,KW,2-May-13,chigS6morinda,NA,NA,NA,NA,NA,NA,NA,no,5/25/10,near,karst,5,NA,yes,412,NA,12,3600,33.33333333,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,japc,A3,5,7/15/11,MC,KW,2-May-13,japcA3morinda,25-May-11,93,90,83,89,88.75,11.25,yes,5/25/10,far,mix,5,planted in fence with papaya,yes,416,2.128630705,3,3400,8.823529412,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,japc,A4,5,7/15/11,MC,KW,2-May-13,japcA4morinda,25-May-11,90,92,92,92,91.5,8.5,yes,5/25/10,far,soil,5,morinda added to Papaya fence,yes,416,-0.621369295,3,3400,8.823529412,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,japc,B3,5,7/15/11,MC,KW,2-May-13,japcB3morinda,25-May-11,90,94,95,93,93,7,no,5/25/10,far,mix,5,NA,yes,416,-2.121369295,3,3400,8.823529412,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,japc,C0,5,7/15/11,MC,KW,2-May-13,japcC0morinda,25-May-11,96,94,94,95,94.75,5.25,no,5/25/10,far,soil,5,NA,yes,416,-3.871369295,3,3400,8.823529412,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,japc,D1,5,7/15/11,MC,KW,3-May-13,japcD1morinda,25-May-11,92,90,94,93,92.25,7.75,no,5/25/10,near,karst,5,NA,yes,416,-1.371369295,3,3400,8.823529412,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,japc,S3,5,7/15/11,MC,KW,3-May-13,japcS3morinda,25-May-11,92,92,94,90,92,8,no,5/25/10,near,soil,5,NA,yes,416,-1.121369295,3,3400,8.823529412,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,japc,S3A,2,7/15/11,MC,KW,3-May-13,japcS3Amorinda,25-May-11,87,89,89,84,87.25,12.75,no,5/25/10,near,soil,5,fence built 22-May-10; 10dec12: hsr changed trapnum from x to a,yes,416,3.628630705,3,3400,8.823529412,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,nlasu,A0,4,7/12/11,MC,KW,2-May-13,nlasuA0morinda,27-May-11,83,92,94,89,89.5,10.5,no,5/21/10,far,karst,5,NA,yes,417,1.378630705,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,nlasu,A1,3,7/12/11,MC,KW,2-May-13,nlasuA1morinda,27-May-11,89,91,96,96,93,7,no,5/21/10,far,mix,5,NA,yes,417,-2.121369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,nlasu,B2,5,7/12/11,MC,KW,2-May-13,nlasuB2morinda,27-May-11,89,90,96,90,91.25,8.75,no,5/21/10,far,soil,5,NA,yes,417,-0.371369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,nlasu,C2,5,7/12/11,MC,KW,2-May-13,nlasuC2morinda,27-May-11,93,88,92,94,91.75,8.25,no,5/21/10,far,soil,5,NA,yes,417,-0.871369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,nlasu,S3,2,7/12/11,MC,KW,2-May-13,nlasuS3morinda,27-May-11,95,94,94,96,94.75,5.25,no,5/21/10,near,karst,5,NA,yes,417,-3.871369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,no,tinian,nlasu,S3A,2,7/12/11,MC,KW,2-May-13,nlasuS3Amorinda,27-May-11,90,90,94,92,91.5,8.5,no,5/21/10,near,mix,5,fence built 20-may-10; 10dec12: hsr changed trapnum from x to a,yes,417,-0.621369295,1,3600,2.777777778,20.14179798,0.851482235,6.595553033,60,18.87254902,6.419822144,yes,40.52287582,11.38614571
morinda,yes,guam,anao,A4,4,7/14/11,KM,Jazz ,5/31/13,anaoA4morinda,22-Jun-11,92,89,88,91,90,10,no,6/16/10,near,mix,5,NA,no,393,0.878630705,4,3600,11.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,anao,B4,5,7/14/11,KM,Jazz ,5/31/13,anaoB4morinda,22-Jun-11,90,60,46,88,71,29,no,6/16/10,far,mix,5,NA,no,393,19.87863071,4,3600,11.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,anao,C1,5,7/14/11,KM,Jazz ,5/31/13,anaoC1morinda,22-Jun-11,93,89,91,93,91.5,8.5,no,6/16/10,far,karst,5,NA,no,393,-0.621369295,4,3600,11.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,anao,C4,5,7/14/11,KM,Jazz ,5/31/13,anaoC4morinda,22-Jun-11,83,68,91,94,84,16,no,6/16/10,far,karst,5,NA,no,393,6.878630705,4,3600,11.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,anao,D3,5,7/14/11,KM,Jazz ,5/31/13,anaoD3morinda,22-Jun-11,78,93,93,75,84.75,15.25,no,6/16/10,far,mix,5,NA,no,393,6.128630705,4,3600,11.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,anao,D4,5,7/14/11,KM,Jazz ,5/31/13,anaoD4morinda,22-Jun-11,94,92,93,92,92.75,7.25,yes,6/16/10,near,karst,5,NA,no,393,-1.871369295,4,3600,11.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,anao,S11,3,7/14/11,KM,Jazz ,5/31/13,anaoS11morinda,22-Jun-11,65,77,66,81,72.25,27.75,no,6/16/10,near,mix,5,NA,no,393,18.62863071,4,3600,11.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
morinda,yes,guam,anao,S7,5,7/14/11,KM,Jazz ,5/31/13,anaoS7morinda,22-Jun-11,94,85,92,94,91.25,8.75,no,6/16/10,near,soil,5,NA,no,393,-0.371369295,4,3600,11.11111111,20.14179798,0.851482235,6.595553033,60,40.52287582,11.38614571,yes,40.52287582,11.38614571
